0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,5
8,0
9,0
10,0
11,0
12,6
13,8
14,0
15,2
16,3
17,2
18,0
19,0
20,3
21,0
22,0
23,0
24,6
25,0
26,0
27,0
28,2
29,0
30,0
31,0
32,8
33,8
34,1
35,0
36,2
37,8
38,8
39,8
40,8
41,8
42,8
43,8
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,8
58,8
59,8
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,8
108,8
109,3
110,3
111,8
112,0
113,0
114,1
115,0
116,3
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,8
131,8
132,3
133,6
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,8
145,0
146,0
147,0
148,0
149,2
150,3
151,3
152,6
153,0
154,0
155,0
156,0
157,0
158,0
159,2
160,3
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,8
169,3
170,8
171,6
172,0
173,0
174,8
175,6
176,8
177,8
178,8
179,8
180,7
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,5
207,3
208,2
209,0
210,0
211,3
212,0
213,2
214,8
215,8
216,8
217,3
218,0
219,0
220,8
221,6
222,0
223,0
224,0
225,0
226,0
227,8
228,8
229,8
230,8
231,8
232,8
233,8
234,8
235,8
236,8
237,8
238,8
239,0
240,8
241,8
242,8
243,8
244,0
245,8
246,8
247,8
248,8
249,8
250,8
251,8
252,2
253,0
254,2
255,3
256,1
257,3
258,3
259,3
260,0
261,3
262,0
263,0
264,8
265,8
266,1
267,0
268,8
269,8
270,0
271,0
272,0
273,0
274,5
275,8
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,2
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,8
301,8
302,8
303,8
304,8
305,8
306,1
307,2
308,2
309,0
310,8
311,2
312,0
313,0
314,0
315,2
316,2
317,0
318,0
319,8
320,1
321,6
322,3
323,0
324,0
325,3
326,3
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,2
358,8
359,8
360,8
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,8
384,0
385,0
386,8
387,0
388,2
389,0
390,8
391,8
392,8
393,8
394,5
395,5
396,1
397,5
398,0
399,0
400,8
401,8
402,8
403,0
404,3
405,3
406,2
407,3
408,3
409,1
410,8
411,3
412,8
413,8
414,0
415,8
416,8
417,0
418,0
419,0
420,0
421,0
422,0
423,8
424,0
425,3
426,3
427,3
428,5
429,2
430,0
431,0
432,0
433,0
434,0
435,0
436,2
437,2
438,3
439,3
440,3
441,3
442,8
443,8
444,0
445,0
446,0
447,2
448,0
449,6
450,0
451,3
452,0
453,3
454,3
455,8
456,6
457,6
458,3
459,3
460,6
461,0
462,0
463,8
464,8
465,8
466,8
467,8
468,4
469,3
470,0
471,0
472,0
473,2
474,1
475,8
476,8
477,3
478,0
479,6
480,0
481,6
482,8
483,2
484,5
485,4
486,0
487,0
488,0
489,0
490,1
491,3
492,0
493,0
494,8
495,8
496,8
497,8
498,8
499,8
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,1
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,3
525,0
526,2
527,1
528,0
529,0
530,0
531,6
532,8
533,0
